,batchno,day,dish,fname,Mean82,FLAG
219,#9,14,/Day14/#9/#9_2A,../data/x4///Day14/#9/#9_2A/1_XY03_00117_CH4.tif,26.7,0
220,#9,14,/Day14/#9/#9_2A,../data/x4///Day14/#9/#9_2A/1_XY03_00106_CH4.tif,26.7,0
221,#9,14,/Day14/#9/#9_2A,../data/x4///Day14/#9/#9_2A/1_XY03_00120_CH4.tif,26.7,0
222,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00138_CH4.tif,14.7,0
223,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00122_CH4.tif,14.7,0
224,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00098_CH4.tif,14.7,0
225,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00099_CH4.tif,14.7,0
226,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00123_CH4.tif,14.7,0
227,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00085_CH4.tif,14.7,0
228,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00126_CH4.tif,14.7,0
229,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00136_CH4.tif,14.7,0
230,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00109_CH4.tif,14.7,0
231,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00100_CH4.tif,14.7,0
232,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00110_CH4.tif,14.7,0
233,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00111_CH4.tif,14.7,0
234,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00084_CH4.tif,14.7,0
235,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00137_CH4.tif,14.7,0
236,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00113_CH4.tif,14.7,0
237,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00125_CH4.tif,14.7,0
238,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00086_CH4.tif,14.7,0
239,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00096_CH4.tif,14.7,0
240,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00124_CH4.tif,14.7,0
241,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00097_CH4.tif,14.7,0
242,#9,14,/Day14/#9/#9_1B,../data/x4///Day14/#9/#9_1B/1_XY05_00112_CH4.tif,14.7,0
243,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00106_CH4.tif,17.2,0
244,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00120_CH4.tif,17.2,0
245,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00121_CH4.tif,17.2,0
246,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00092_CH4.tif,17.2,0
247,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00107_CH4.tif,17.2,0
248,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00117_CH4.tif,17.2,0
249,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00090_CH4.tif,17.2,0
250,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00133_CH4.tif,17.2,0
251,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00105_CH4.tif,17.2,0
252,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00148_CH4.tif,17.2,0
253,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00104_CH4.tif,17.2,0
254,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00091_CH4.tif,17.2,0
255,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00132_CH4.tif,17.2,0
256,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00108_CH4.tif,17.2,0
257,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00118_CH4.tif,17.2,0
258,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00136_CH4.tif,17.2,0
259,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00119_CH4.tif,17.2,0
260,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00134_CH4.tif,17.2,0
261,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00146_CH4.tif,17.2,0
262,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00135_CH4.tif,17.2,0
263,#9,14,/Day14/#9/#9_2B,../data/x4///Day14/#9/#9_2B/1_XY06_00147_CH4.tif,17.2,0
264,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00107_CH4.tif,14.8,0
265,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00117_CH4.tif,14.8,0
266,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00121_CH4.tif,14.8,0
267,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00092_CH4.tif,14.8,0
268,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00120_CH4.tif,14.8,0
269,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00106_CH4.tif,14.8,0
270,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00091_CH4.tif,14.8,0
271,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00132_CH4.tif,14.8,0
272,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00104_CH4.tif,14.8,0
273,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00148_CH4.tif,14.8,0
274,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00105_CH4.tif,14.8,0
275,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00090_CH4.tif,14.8,0
276,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00133_CH4.tif,14.8,0
277,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00119_CH4.tif,14.8,0
278,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00136_CH4.tif,14.8,0
279,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00108_CH4.tif,14.8,0
280,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00118_CH4.tif,14.8,0
281,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00135_CH4.tif,14.8,0
282,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00147_CH4.tif,14.8,0
283,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00134_CH4.tif,14.8,0
284,#10,14,/Day14/#10/#10_0.5A,../data/x4///Day14/#10/#10_0.5A/1_XY01_00146_CH4.tif,14.8,0
285,#10,14,/Day14/#10/#10_1A,../data/x4///Day14/#10/#10_1A/1_XY02_00148_CH4.tif,22.7,0
286,#10,14,/Day14/#10/#10_1A,../data/x4///Day14/#10/#10_1A/1_XY02_00132_CH4.tif,22.7,0
287,#10,14,/Day14/#10/#10_1A,../data/x4///Day14/#10/#10_1A/1_XY02_00108_CH4.tif,22.7,0
288,#10,14,/Day14/#10/#10_1A,../data/x4///Day14/#10/#10_1A/1_XY02_00134_CH4.tif,22.7,0
289,#10,14,/Day14/#10/#10_1A,../data/x4///Day14/#10/#10_1A/1_XY02_00146_CH4.tif,22.7,0
290,#10,14,/Day14/#10/#10_1A,../data/x4///Day14/#10/#10_1A/1_XY02_00147_CH4.tif,22.7,0
291,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00147_CH4.tif,12.5,0
292,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00135_CH4.tif,12.5,0
293,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00146_CH4.tif,12.5,0
294,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00134_CH4.tif,12.5,0
295,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00136_CH4.tif,12.5,0
296,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00119_CH4.tif,12.5,0
297,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00108_CH4.tif,12.5,0
298,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00118_CH4.tif,12.5,0
299,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00104_CH4.tif,12.5,0
300,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00132_CH4.tif,12.5,0
301,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00091_CH4.tif,12.5,0
302,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00133_CH4.tif,12.5,0
303,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00090_CH4.tif,12.5,0
304,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00105_CH4.tif,12.5,0
305,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00148_CH4.tif,12.5,0
306,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00092_CH4.tif,12.5,0
307,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00121_CH4.tif,12.5,0
308,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00107_CH4.tif,12.5,0
309,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00117_CH4.tif,12.5,0
310,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00106_CH4.tif,12.5,0
311,#10,14,/Day14/#10/#10_2A,../data/x4///Day14/#10/#10_2A/1_XY03_00120_CH4.tif,12.5,0
312,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00146_CH4.tif,25.3,0
313,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00134_CH4.tif,25.3,0
314,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00147_CH4.tif,25.3,0
315,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00135_CH4.tif,25.3,0
316,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00108_CH4.tif,25.3,0
317,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00118_CH4.tif,25.3,0
318,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00119_CH4.tif,25.3,0
319,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00136_CH4.tif,25.3,0
320,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00148_CH4.tif,25.3,0
321,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00105_CH4.tif,25.3,0
322,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00133_CH4.tif,25.3,0
323,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00090_CH4.tif,25.3,0
324,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00132_CH4.tif,25.3,0
325,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00091_CH4.tif,25.3,0
326,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00104_CH4.tif,25.3,0
327,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00120_CH4.tif,25.3,0
328,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00106_CH4.tif,25.3,0
329,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00107_CH4.tif,25.3,0
330,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00117_CH4.tif,25.3,0
331,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00092_CH4.tif,25.3,0
332,#10,14,/Day14/#10/#10_0.5B,../data/x4///Day14/#10/#10_0.5B/1_XY04_00121_CH4.tif,25.3,0
333,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00138_CH4.tif,23.6,0
334,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00122_CH4.tif,23.6,0
335,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00098_CH4.tif,23.6,0
336,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00099_CH4.tif,23.6,0
337,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00123_CH4.tif,23.6,0
338,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00085_CH4.tif,23.6,0
339,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00126_CH4.tif,23.6,0
340,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00136_CH4.tif,23.6,0
341,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00109_CH4.tif,23.6,0
342,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00100_CH4.tif,23.6,0
343,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00110_CH4.tif,23.6,0
344,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00111_CH4.tif,23.6,0
345,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00084_CH4.tif,23.6,0
346,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00137_CH4.tif,23.6,0
347,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00113_CH4.tif,23.6,0
348,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00125_CH4.tif,23.6,0
349,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00086_CH4.tif,23.6,0
350,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00096_CH4.tif,23.6,0
351,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00124_CH4.tif,23.6,0
352,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00097_CH4.tif,23.6,0
353,#10,14,/Day14/#10/#10_1B,../data/x4///Day14/#10/#10_1B/1_XY05_00112_CH4.tif,23.6,0
354,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00106_CH4.tif,17.9,0
355,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00120_CH4.tif,17.9,0
356,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00121_CH4.tif,17.9,0
357,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00092_CH4.tif,17.9,0
358,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00107_CH4.tif,17.9,0
359,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00117_CH4.tif,17.9,0
360,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00090_CH4.tif,17.9,0
361,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00133_CH4.tif,17.9,0
362,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00105_CH4.tif,17.9,0
363,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00148_CH4.tif,17.9,0
364,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00104_CH4.tif,17.9,0
365,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00091_CH4.tif,17.9,0
366,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00132_CH4.tif,17.9,0
367,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00108_CH4.tif,17.9,0
368,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00118_CH4.tif,17.9,0
369,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00136_CH4.tif,17.9,0
370,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00119_CH4.tif,17.9,0
371,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00134_CH4.tif,17.9,0
372,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00146_CH4.tif,17.9,0
373,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00135_CH4.tif,17.9,0
374,#10,14,/Day14/#10/#10_2B,../data/x4///Day14/#10/#10_2B/1_XY06_00147_CH4.tif,17.9,0
375,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00107_CH4.tif,23.6,0
376,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00117_CH4.tif,23.6,0
377,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00121_CH4.tif,23.6,0
378,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00092_CH4.tif,23.6,0
379,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00120_CH4.tif,23.6,0
380,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00106_CH4.tif,23.6,0
381,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00091_CH4.tif,23.6,0
382,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00132_CH4.tif,23.6,0
383,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00104_CH4.tif,23.6,0
384,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00148_CH4.tif,23.6,0
385,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00105_CH4.tif,23.6,0
386,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00090_CH4.tif,23.6,0
387,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00133_CH4.tif,23.6,0
388,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00119_CH4.tif,23.6,0
389,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00136_CH4.tif,23.6,0
390,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00108_CH4.tif,23.6,0
391,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00118_CH4.tif,23.6,0
392,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00135_CH4.tif,23.6,0
393,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00147_CH4.tif,23.6,0
394,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00134_CH4.tif,23.6,0
395,#12,14,/Day14/#12/#12_0.5A,../data/x4///Day14/#12/#12_0.5A/1_XY01_00146_CH4.tif,23.6,0
396,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00106_CH4.tif,18.2,0
397,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00120_CH4.tif,18.2,0
398,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00121_CH4.tif,18.2,0
399,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00092_CH4.tif,18.2,0
400,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00107_CH4.tif,18.2,0
401,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00117_CH4.tif,18.2,0
402,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00090_CH4.tif,18.2,0
403,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00133_CH4.tif,18.2,0
404,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00148_CH4.tif,18.2,0
405,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00105_CH4.tif,18.2,0
406,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00104_CH4.tif,18.2,0
407,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00091_CH4.tif,18.2,0
408,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00132_CH4.tif,18.2,0
409,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00108_CH4.tif,18.2,0
410,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00118_CH4.tif,18.2,0
411,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00119_CH4.tif,18.2,0
412,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00136_CH4.tif,18.2,0
413,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00134_CH4.tif,18.2,0
414,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00146_CH4.tif,18.2,0
415,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00135_CH4.tif,18.2,0
416,#12,14,/Day14/#12/#12_1A,../data/x4///Day14/#12/#12_1A/1_XY02_00147_CH4.tif,18.2,0
417,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00147_CH4.tif,8.1,1
418,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00135_CH4.tif,8.1,1
419,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00146_CH4.tif,8.1,1
420,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00134_CH4.tif,8.1,1
421,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00136_CH4.tif,8.1,1
422,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00119_CH4.tif,8.1,1
423,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00108_CH4.tif,8.1,1
424,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00118_CH4.tif,8.1,1
425,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00104_CH4.tif,8.1,1
426,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00132_CH4.tif,8.1,1
427,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00091_CH4.tif,8.1,1
428,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00133_CH4.tif,8.1,1
429,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00090_CH4.tif,8.1,1
430,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00105_CH4.tif,8.1,1
431,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00148_CH4.tif,8.1,1
432,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00092_CH4.tif,8.1,1
433,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00121_CH4.tif,8.1,1
434,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00107_CH4.tif,8.1,1
435,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00117_CH4.tif,8.1,1
436,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00106_CH4.tif,8.1,1
437,#12,14,/Day14/#12/#12_2A,../data/x4///Day14/#12/#12_2A/1_XY03_00120_CH4.tif,8.1,1
438,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00146_CH4.tif,31.0,0
439,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00134_CH4.tif,31.0,0
